공원,소재지,섹터,제목,언론사,보도일,링크,수집질의
(전체·공통),,탐방시설,국립공원 탐방객 4천만 명 돌파...“불교문화유산 체계적 보존과 활용 절실”,BBS불교방송,2025-02-19,https://news.google.com/rss/articles/CBMia0FVX3lxTE1qMnBlNEtack5UejJYMjk1amVVdE1YRDR3c21pb19CNURlSXlBUXhYYUhqdGxIR1NOVXVYdGJLVnlyM0hidWVuV3c3ZmVlTTU3NGxZb0RGaEo5aHBrS2xxX1ZwOENCQkVFUkVn?oc=5,내장산 국립공원 구조
한라산,제주,탐방시설,"제주도, 2025년 한라산국립공원 탐방프로그램 운영",BBS불교방송,2025-02-18,https://news.google.com/rss/articles/CBMia0FVX3lxTE1TZnFBcU9qODRpSzlpb2pRNV91cnA4LVprWHllNkpzVHQ4bVJaR01idVF2SG8wczNJUUZOemMwa01KTThsMUlxYTZnR3ZxbzZoYW5FSktGYzRHcmlWXzJ2T0FqYTJoQ1dFazhr?oc=5,한라산 국립공원 탐방
치악산,강원 원주,탐방시설,"치악산국립공원, 탐방로 예약제 본격 시행",원주신문,2025-02-18,https://news.google.com/rss/articles/CBMiaEFVX3lxTFBVeURlRkJ1Zk4yVVE1dkctR3FBUWNvN05XZ3J0TGFySTBwVkxyWGxEcmVOdURXTUw4amN6cjl1cDNPUDFSdFpCTHJON1B4bVV2VEVwMHZZWlE2OEhIWGpSUVMtTnRlWV9f?oc=5,치악산 국립공원
(전체·공통),,자원보전,요즘 국립공원이 야생 서식지 보호하는 3가지 방법,뉴스펭귄,2025-02-18,https://news.google.com/rss/articles/CBMibkFVX3lxTE02NE04LWJFZWRVcGt4M0FfOXA5ak93ZVVKdVZtcVBCaC0xSWJoalZCajl2c0hJLTVlOWhtbzFVeThsbVAweXE1elhKZGFWcU9ReW1PVVhaTmRLQzJQNDUxemdodUVaUmJUZFZSMEF30gFyQVVfeXFMTWxBeHVvU1RPeE40NTZ4QWpVTDRPUVlyZVl6bXQ4TlkxNnlqaVNZRXB1djZmSG54eHJzeUVhM2YtWUVNU1d6YmhYYmlaRDdzR29PLVF5clNROGNlcEkwV19QSGdHdHgxOVdxaXhjekhIeXBR?oc=5,주왕산 국립공원 생태
팔공산,대구·경북,자원보전,"팔공산국립공원동부사무소–대구관광협회, 생태관광 프로그램 운영 위한 MOU 체결",BBS불교방송,2025-02-17,https://news.google.com/rss/articles/CBMia0FVX3lxTE1kT2xBOWpCRXV4NzdKZXhnMnRyU2tWZnRwMWhjM1dmZ2pUZGozN1BLQWVBWnN6VGdERktCY1B2eTh5S0RnSlg3UGlXekdHSmFnVVJCN3JHTGJsU0FIZlNkRTN0MUMwSnQzVmZF?oc=5,팔공산 국립공원 탐방
치악산,강원 원주,탐방시설,치악산국립공원 ‘탐방로 예약제’ 본격 시행,ecojournal.co.kr,2025-02-17,https://news.google.com/rss/articles/CBMiaEFVX3lxTE1vU2RZZGxvYkFVc2RST3pkSHMtTlpLT1Y4R0NCZzYyYkxGZ2cyMEhhMVZIbmJEM201VW5PYkFaSmVZdmlxUWl4UlFiS1diYjY0bnQ0WmFsYUFocmNlSGVyeFdUdnRFanEz?oc=5,치악산 국립공원
치악산,강원 원주,재난안전,산불 예방 동참하세요…치악산 일부 탐방로 통제,원주투데이,2025-02-17,https://news.google.com/rss/articles/CBMicEFVX3lxTE5HZ3ZaZVpEWjQ4ZlI1b054T1lCYUtTcFJzTFRuWVRGYVZMVlo4Mm16a2tMOTcyM19FLTBrb2d2X05ydFlvWWVHaldjM0RkXzNDcEc1RHk5bkhnbkRQS05yQS1QR2Y2Rkl6b1EyVXZ6eEs?oc=5,치악산 국립공원 탐방
변산반도,전북 부안,자원보전,"변산반도국립공원, ‘봄의 요정’ 변산바람꽃 개화",부안독립신문,2025-02-17,https://news.google.com/rss/articles/CBMiZkFVX3lxTE4ySzlFc2l1WUV0VmlHV0JVLUJ5MjAxQzVZams1cW50RlVic2RhcEdnS3dZeG9jYTZfdGU2Um05NEVJRW1MLWU2bnRlVlFOYi1vVXZYNGtUb3Rsc1R3WDRCV3ZnZUxhdw?oc=5,변산반도 국립공원
(전체·공통),,행정,[정책탐구생활] 인산인해 국립공원… 과제는 안전 불청객 ‘야생멧돼지’,브릿지경제,2025-02-16,https://news.google.com/rss/articles/CBMiWkFVX3lxTE1ZckpsaGNnZXZMMXZVNFlxUms3WFVWT3ZHbVFEcGRqa0VVdXdnSEFpbU1FY0JSM29lZEJrcnF2bFJnZ2VxeDNGd3RjYmJHN2I4TTZLUWhJNWUzUQ?oc=5,국립공원 정책
오대산,강원,탐방시설,"오대산국립공원, 탐방객 전년 대비 33% 증가…증가율 전국 1위",연합뉴스TV,2025-02-15,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE55QU5jb05OZ0t2bm02YlNsRUJQcXZXaGo0R3Z6MzF3b1UtSk01ZTZxS1BlT2NHLUtjYURuTm1GQThNd3dnVzFIbW1keUlpU3pBWHJ5aG1yRlJiTFNGb29SOFp3THpxNzQ?oc=5,오대산 국립공원
(전체·공통),,탐방시설,국립공원 연간 탐방객 5년 만에 4천만 명 대 회복,대한민국 정책브리핑,2025-02-15,https://news.google.com/rss/articles/CBMid0FVX3lxTE5MdE1SaW1VVkhyZVhHcjhhazNjUGFLUmlCb1JONEpDZHB3WmpES1FqbkxxOVpZRFBIem1IWEFpdzB6SEZUTFlROVQ2TTJHUUhYMnB4LS1KZV91TUVrNWpaRGRuR2Q4QllkQjVKblJCRmpZR3BwZm1j?oc=5,팔공산 국립공원 탐방
오대산,강원,탐방시설,"오대산국립공원, 탐방객 증가율 전국 1위…전년 대비 33% 증가",연합뉴스,2025-02-14,https://news.google.com/rss/articles/CBMiW0FVX3lxTE5CMEJJaHQxaDZpWl9fbUNjXy01TDRqNlN0T1BFQjVCMEpkVGZBbzBKdjNEdDA1LUVVaUNjN3VZNUtjaHlSemJYMUtWblN3UlFNSFhBT055SUp0QXfSAWBBVV95cUxORWMxNV9aNEtDSlFUN3B1b2Rhb0FRQmduQ2dOZkxKZ2UzcWkyMnlWM3dXMjRiSzNDZmRIdnhodEJTV0xTN0ZfVTdRbmV5MGZFWFlMR2plZ0dBUTB6MHBYekI?oc=5,오대산 국립공원
오대산,강원,탐방시설,오대산 국립공원 중 탐방객 증가율 1위···지난해 164만7000명 방문,경향신문,2025-02-14,https://news.google.com/rss/articles/CBMiWkFVX3lxTE1zR2UyMjIydE5NR0ZNekJVYnVNeFN2N3pVMFlvN2VQVUxwZVFWcHE5TjZ5YU9wYmZuZDg0ZlJ4bG5zREFpdzNLRlpaajRobVJWblN6Z3NCS2NjUdIBX0FVX3lxTE5fWXl3dnZ1c09icFZObVM1czdscmRSQjJqN1hqQ01BWEFmQ2FkeWJ0Y1k0MDk0Yl9rbGdyZGk0VzNIWkhQVUdzZnFVcnV6anNFZGxVN0pSWjVsSXRNYzZV?oc=5,오대산 국립공원
오대산,강원,탐방시설,"오대산국립공원, 탐방객 증가율 ‘전국 1위’",이뉴스투데이,2025-02-14,https://news.google.com/rss/articles/CBMicEFVX3lxTE4tS2t0Zm5qVVRXOURvQ183V3hRcHNXYkMtTzQtaTZMS2lrQUowdThWazJlbFR2M0x4R1RpcXBhV2xHTUxlenEzX21pdlFWNlhvU1lodUJMWW5YU2xRRGNZdldadkpmYkl2YUZxbi0yRjLSAXRBVV95cUxQYk5QNHoybXUwV29VVTZESG8zNUwwZnNOTUhXdVJ1M2lmZlFZQm1fZDQ2QVY3cTlXVFJvRk5KdUEwMmFkWDBpZHBLQTNTNUxsSU56eUFYOEVzTzJFendjYkFKYVd4XzJ3YkpFTVJvREJuNmQyWg?oc=5,오대산 국립공원 탐방
(전체·공통),,탐방시설,국립공원 탐방객 5년 만에 4천만 명 회복,우리문화신문,2025-02-14,https://news.google.com/rss/articles/CBMiZ0FVX3lxTFAwT0taQy10b3ZRS04tSVA2Z0thNjI0eS1GS0lEd1BaWXFIaGFNNGg2Nm1jYXlRR3JsVkFENE1vRXRfand1QUJsTC1wVlB5TkxaS2tHUzRCTzBZcW5saEx1YW5xZ1NLOGc?oc=5,오대산 국립공원 탐방
(전체·공통),,탐방시설,"지난해 국립공원 탐방객, 5년 만에 4천만명 돌파...문화재관람료 폐지 효과",BBS불교방송,2025-02-14,https://news.google.com/rss/articles/CBMia0FVX3lxTE5mM2ZfQUlIMl91NFhXUzlmN3MwaU1fdHRWUllxdVBXWHZZTVpjbEZObmtiTkdCT2ZjT0owYUxCMm1MTFZRbjFSeEw5aGtsWnllWjRYNDZGRzZCdTExcTZQY2RHRkYzTHNTZThJ?oc=5,오대산 국립공원 탐방
팔공산,대구·경북,재난안전,"팔공산 탐방로 12개 구간 출입 통제···""산불 방지""",대구MBC,2025-02-13,https://news.google.com/rss/articles/CBMiW0FVX3lxTE9RcjdJUndlb1paUTVLSmtYbTJKenJYWS1QUTZEbkx1TmRnTG11T3dJSnJkZ251ZjM1OVItb0w4TUwzN2Vic1BCUmM0aGxPZkl6N1BOZ09fT2JWU0E?oc=5,팔공산 국립공원 탐방
오대산,강원,탐방시설,‘오대산국립공원’ 국립공원 중 탐방객 증가율 1위... 코로나 이전 탐방객 수 넘어,뉴스후플러스,2025-02-13,https://news.google.com/rss/articles/CBMibkFVX3lxTFAtWlRKeGFOaGtjeDNGenBKcTF5T0xoMDllMktaTmJvZ3haRUFMbjc2N2p4RExOSlkyaUlESkdaZC1JdmtOejY2MlVTOTFrR3M1VUJNd3ozak1aUXZSSGdjZ2E1ZWlfcjhKTEVMQU9R?oc=5,오대산 국립공원
북한산,서울·경기,탐방시설,탐방객 1위 국립공원은 북한산국립공원…코로나 이후 4천만명 회복,지디넷코리아,2025-02-13,https://news.google.com/rss/articles/CBMiVkFVX3lxTE1ZLXdVOVhNQzRVRmladFVEM2hwSjZfOWl1Y1d3ODZvQ3BCRV9xQXhVay1IVGFmNzF0YVIweDdHYllLOGxoWHRITTdlSnRYeWxXSHFEM2JR?oc=5,계룡산 국립공원 생태
북한산,서울·경기,탐방시설,"지난해 탐방객 1위 산은 북한산, 증가율 1위 산은 ‘여기’",hani.co.kr,2025-02-13,https://news.google.com/rss/articles/CBMibEFVX3lxTE5fd05TVFlDOU9hRFhkMFNHYkt6TDFFMzJKVlZrUmJ0d01MY1pfUmpjWURwUGdFNGVZbjNQZzBwUnlaam1KYmZvUlhoajRvOU9ZSjZLSGNDbVFFWlllbUx6cDNsWHJZZFFVMmdtdg?oc=5,북한산 국립공원 탐방
북한산,서울·경기,기타,작년 등산객 가장 많이 찾은 국립공원은 북한산…700만명 방문,뉴시스,2025-02-13,https://news.google.com/rss/articles/CBMiYEFVX3lxTFBnN2FOa05iVDJFTmxuQVc3WGZ3NEVTX3VlZEFjYVJSc2RFQzJmcUVxOHdpVmwxel9Na1VsSkpkWEgteGN3ZnpySENmbllPVHRIQjI3S2lJTmFPN3NqQmlGWNIBeEFVX3lxTE5sMXNKcHRrTjEyTGtzdHBvbnloV2dWT0puOFg1ZXBWMG1aZFlDbEhaQUQ3WENyUHNuVHh4aG4xOWNFN3JSRDNlaGF6bVpIZU05dE9sSkZVMFRleDBTOVpEbUUxWkE3WGxFV1ZuXzRtQ1dzNExXYTJvNA?oc=5,북한산 국립공원 탐방
북한산,서울·경기,탐방시설,국립공원 탐방객 5년만 4000만명 회복…'1위' 북한산 700만명 방문,이투데이,2025-02-13,https://news.google.com/rss/articles/CBMiVEFVX3lxTE95VU1PNVU5d3F2M3lITGlOYVNNTkxNZ0RiOU1VSEhrNEw3Nl9QUVBiaTRCY1hBLTV1a1B3ekRsNnZjTDNmMXZmY21qb1hCZ2ZQcV9hVw?oc=5,북한산 국립공원 탐방
(전체·공통),,탐방시설,국립공원 탐방객 연간 4000만 명 회복,우먼타임스,2025-02-13,https://news.google.com/rss/articles/CBMib0FVX3lxTE1YWmVOTVQyckRZMDJ6QmNTcEdEa3FydUhRMHpORHhDNlVxTUhIYUFwbjR0UGVOZmMzVXhrblZxS0NjU0JCdnZRNXBsWERzZ3BWX0NIb2I3aTh3WGtlcTlRTUlTb0FfWDY0Zks2TEh5UdIBc0FVX3lxTE9KZW1xODBBWkpBVU1xZ3BGTmtZeE9hVFpQVG5JMk11RE9FRXl6THR4S2d2WGc4SXFiUFRfb05EWm1QNXRZcU42ME00Q3djZ2Q4OUlKUFRKMllCY3ViQ2VacmxqQlp4WXo5RFZ4NHZHNWVvWnM?oc=5,북한산 국립공원 탐방
주왕산,경북,재난안전,"주왕산국립공원, 봄철 산불방지 탐방로 일부구간 통제",BBS불교방송,2025-02-12,https://news.google.com/rss/articles/CBMia0FVX3lxTFBlZlV5UllUNmMxVTMyX01JcXBYeDE3WEJBUlc3Um9lMW9MTUhXaHVVU0ZwTGJJYjhEZGlzRDhGeWNGSWMwRUdJc1VKQnRQR0JKV2FnR1lZQ3REeGFtX09OUnNXM2tIMUhzM2VR?oc=5,주왕산 국립공원 탐방
팔공산,대구·경북,재난안전,"팔공산국립공원, 봄철 산불 예방 위해 탐방로 통제 실시",BBS불교방송,2025-02-11,https://news.google.com/rss/articles/CBMia0FVX3lxTE9kYmNKbmRNX2lVM2lQSWo3OW5PQUZjdEVFeVFzRmJSRWZSSWo1b2dINXlFbGNDNTNzRi12Q2NXaDFTM24zTS00QTNLeHVjZV9fODFveTR1Z3didWpvcHdQdU9Ec05WSG5hX2hF?oc=5,팔공산 국립공원 탐방
팔공산,대구·경북,재난안전,"팔공산 탐방로 12개 구간 4월 30일까지 통제…""산불 방지 차원""",연합뉴스,2025-02-11,https://news.google.com/rss/articles/CBMiW0FVX3lxTE9IckRMNUZZQnpyejJYOUdGaW5wZnl0S0d0cmhjX1BzT3IxNzg5Ni1NYzNGNU9kMXl3YktacGN4bHY2WWwtRFlIRHdlWXVwWUdpYjFxNjJzdFdkZjTSAWBBVV95cUxNREo5blhKaVo2aTl6UTlDd3c2UWxpQ0J6NUtYZnZqSGZJMk8zUVVwWEt4VzJacDgzMXZZWm5XN2Z4cHlwR1V1c3lWWVozV0dMUnQwLU01SUNHdWhkcXIwTGw?oc=5,팔공산 국립공원 탐방
팔공산,대구·경북,재난안전,"팔공산 탐방로 12개 구간 4월 말까지 통제…""봄철 산불 예방""",kyongbuk.co.kr,2025-02-11,https://news.google.com/rss/articles/CBMib0FVX3lxTE1CNjc4Q2FzdGp4TGpjR1ZacDNLNzdwLTJxMDliblVacWNKaXhFRmxPSjJKQm9iQzkxVUN6U2ZLVzQtejZKbU5fenIyUUhDSkNvQk9YLUpaRXZNTW5XS3pCRUpGRmV4NjNMWGdreXdMMA?oc=5,팔공산 국립공원 탐방
치악산,강원 원주,재난안전,"치악산국립공원, 봄철 산불예방 위해 일부 탐방로 통제",원주신문,2025-02-11,https://news.google.com/rss/articles/CBMiaEFVX3lxTE80NEUzdFdGRThZNm90YWV6c0ZHOEQyM00ybDJBZ2FZRFljdTVGQ3dFTTNoUUNadzluenZqdTE4bVlpNUtHZFZpLTc4cHhQSlpUSUFhSWFSYVc5SHZfYmU2WHNQMDJ4VFhj?oc=5,치악산 국립공원
지리산,전남·전북·경남,탐방시설,눈으로 가득 덮인 지리산 노고단 탐방로,연합뉴스,2025-02-09,https://news.google.com/rss/articles/CBMiW0FVX3lxTE9YOFJhVEEwRFcyZnFvR0c5M0l5ci04bkRkdnJzVi1TSDJKaFVDaEVkR1JBTWhhQmpRdzl2RUJlYTgxSFN4YTQxdXdoaHhDX1MzOHY0Z0dFbGUyM3PSAWBBVV95cUxNOFgyQkJLOEMwMF9VZ2hHaW55N3E5eXF4ck5vcy0xRkg4b3hrdDFoMlRYTnlweVE0cm54ZmtKak9zaF84aTZsOVU3MTIwa1k5VnpSYXVNQThocGotYWVxU0c?oc=5,지리산 국립공원 탐방
치악산,강원 원주,탐방시설,"원주시, 치악산국립공원 구룡주차장 무료 개방",연합뉴스,2025-02-06,https://news.google.com/rss/articles/CBMiW0FVX3lxTE5NbDZpZmFrcWxLRkdoSzd1MWhMY0hXWnFKMTA5dlRuRGVLWjJlWDVTeGxyaWEtbUE3TE5vYmd4LS02VkVmaEctbHZxVXJTX1p4TlhZMmxSS1RiLTDSAWBBVV95cUxOQWdWUHNJaEE3cVZnd2t5STRaNHBOLUFEX1hWMktPckFnc2daRkw0MnVSYUdHV0tSRmwtX2tsckNPYmw1ckZ5YlFlSWlmRlU2NXJvUE5tT2d0TWh2N2I2bVE?oc=5,치악산 국립공원
소백산,충북·경북,기타,"소백산 들머리, 단양역에서 출발 가장 짧아 [중앙선 단양역 특집]",월간산,2025-02-06,https://news.google.com/rss/articles/CBMiZkFVX3lxTE5CM1p3eTFNalBuckdPdG1FVktFM3FaYjV0OHJ6c25xU01mWnpBenNmcjIyZzg0a2JUTHRlaXBVUi1pSXZTOFBRbFlHU0gwR1FMZ0NNcGNjX3NiVlBvUDVyazd1T0swZ9IBakFVX3lxTE5JeFBBNWhKMC16RFd0cGpFWjFtZFdSdGxOTllmRDVHNDhYLWlGbndqaWtjMFdDbEp3bFB4ako4bVdlS01QbVpLOE54TGJINHc3YXNxWFVGbGQ5a1AwSjFPQWx6YTkySHFkSVE?oc=5,소백산 국립공원 탐방
지리산,전남·전북·경남,기타,"지리산, 설악산 등에서 새로운 내륙습지 18곳 추가 발견",파인드비,2025-02-03,https://news.google.com/rss/articles/CBMiZkFVX3lxTFBlazNoU1AzaHlRUG13N1hwTUtROEVHa283eGlWY0p4S0FHbUZ3c3gxak1ydTJkSTVJejA5S3lSdGlVNVZFTndXT3plXzNYazkyUWFNeGhJQVBPd2dtczlMYll6OW56d9IBakFVX3lxTE11TWV3Z1g0Ty1sYXhkWFMwVTdZWWVxMWw1Y25lSTFFN2FZNDdiVVhsZ0FpM2xHaUZsMHV2dVFnbHdORi0tZUFSUUZaT0VVZ01tUjlocWhOcDJLMXRKdHRjZm5mN2ZQU2NfZXc?oc=5,태안해안 국립공원
설악산,강원,구조출동,통제구역 발 디뎠다 추락…설악산 빙벽등반 사고 잇따라,강원도민일보,2025-02-03,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE1Sc05HYXlwRldSUTkyTkdTeDlFMTRJQVVfY01UbEw4bUNPcS1qdlVqODB2aG94aFRGbTF0NmRVN0dvYy1najVoRTJYQk5CNnN1MXpzd2pFZ3J1NlJXTjE3VHFvZTYwSUE?oc=5,설악산 국립공원 사고
지리산,전남·전북·경남,기타,지리산·월악산 등 국립공원서 습지 18곳 추가 발견,연합뉴스,2025-02-02,https://news.google.com/rss/articles/CBMiW0FVX3lxTE1HR05FV0NuOWFJaGxvZmd5b29IYVN4TTl4Z004VmlhajdYSDVqVW5rajRvXzM2Sll5ZjctQWdkSHBvUUtrbnBsc19nZGFVSFR5VWZIbjZnemhfZUnSAWBBVV95cUxQTE4tR0IzQXAtMldkVVVTdWpXb2g5M0ZBakUyOW9kUDZHR1JWUWEydHcwY095d1ZjcWZ2S1dCeG5sdGZGV09VbUlBanVZY0RlTGZSc0kyZlBuNURaaEpPTmc?oc=5,월악산 국립공원
지리산,전남·전북·경남,기타,지리산·월악산 등 국립공원서 습지 18곳 추가 발견,서울경제,2025-02-02,https://news.google.com/rss/articles/CBMiUkFVX3lxTE82OTZRazdnSm9ZZGNOV25rUlJYUzZrWHg2VlhIVnc2TFdoamFabmZqZGJiQUZxRTk0ejZvM0d3VzF0N2M3cTVScVJRdDAzYTA0ZGfSAVNBVV95cUxPQUdzeHYzRkhoMDBhVFduSlBVM01IVE5fRE45Um91ZU5ocGxzOVhlN190MTNzYXFYZ3BVektrNG4tUi10QzVkcU1kNDc1V09qcVFEaw?oc=5,월악산 국립공원
(전체·공통),,기타,국립공원에서 ‘탄소저장고’ 내륙습지 18곳 추가 발견,경향신문,2025-02-02,https://news.google.com/rss/articles/CBMiWkFVX3lxTE92NE14ckR4ZWxtZUdKX0hkQnUyb295VFRzM0pZRm5lLXVFNWhDbk5VRUp5UXQ2ZDhyV0c5NTNBekhERm85QVc0dTlhOW9EaF8yakRZWkJfOVYtZ9IBX0FVX3lxTE1iV0otRHZtZnF0TU1UUVNrOVhGUjNmTmlOQUpLU0hqMWtJcTJMT3JtRkY3d3pVcFhRa3VlQWR3Yl83MTNkcllVdjl1OFJ4dVNrdnZjQ3cyV3QzeDlITE1v?oc=5,월악산 국립공원
속리산,충북·경북,기타,국립공원 야생동물도 수난…속리산서 5년간 올무·덫 81점 수거,연합뉴스,2025-02-01,https://news.google.com/rss/articles/CBMiW0FVX3lxTFB5bnhETDZRaG1zNFA2RUJxd3NPc1BCNUo1UjFfMnR5NDFnM081dWJKSFNsZkNhVVRvcDcxRF8zX1ZXM0lubXZvSVJNbVAtOEtTdnZCc1R6dThURDjSAWBBVV95cUxQZ0ZGZ21qaERDUldZMEVQLUNrdV9zY21BZlBpV0Yxa3RkdEtfNnBlR3dXbXYtRjJmZ1IwU3pfbHR1R2RkdW1YQzgtcURkbEV4S1N6ZF94ZUFSdXA0bV9ZZW8?oc=5,속리산 국립공원
덕유산,전북·경남,재난안전,"덕유산 국립공원, 설 연휴 맞아 기록적인 폭설",뉴스후플러스,2025-01-31,https://news.google.com/rss/articles/CBMibkFVX3lxTE1WNDFnMXRpLUhTZmdzb3o5MkRwUllVNFdvTXNDMUVlNGtRM2lEeGd6YTVOaWd5MnFvU0Z5SENTVmNkTmNPa2hfd2tzbklweXNSY25nUFlHbzZjei1Md3BaQXQyMk9YZGVMMFc3eUln?oc=5,덕유산 국립공원
설악산,강원,재난안전,설악산국립공원 폭설에 출입통제 ‘입산 금지’,베이비타임즈,2025-01-28,https://news.google.com/rss/articles/CBMibkFVX3lxTE51dTVfalNxNk9Na0Eyc0VYaVF2LVNsOUN4TFl1d2l4UlBjY2lud3g1MTRGV0F1UDBoLWpfbTF6NHRBRWFtck13a0tIeEVPUlRiTnJvT3dQNkNaV3gyQllyVGV0Zm5FcDFQNDg0X3JR?oc=5,설악산 국립공원 사고
월악산,충북·경북,탐방시설,월악산 인기 탐방코스는 악어봉…두달여만에 3만2천명 찾아,연합뉴스,2025-01-27,https://news.google.com/rss/articles/CBMiW0FVX3lxTE03RE5WT3YwdDBGZWROWWUxdllCNkFCS3diTUpLZHNPSmtBUmd5WWJWRHNCNFRLcW5PazlCdHRySWxyeFRzX0tES0laYjV5Yl85QWVPRnNaRFdvQ2fSAWBBVV95cUxNb1JER2U5SDJPaEtmT0hIc041X1N5VUxaY29LUjl3UFNyMERSVXJXeDZHVm9UT011YTR0YmF1U3FlT09ybTRkYjlhdnF5b2VhNlZSYzJCdHBXRFFrOEN0aFc?oc=5,월악산 국립공원
경주,경북 경주,기타,"경주국립공원, 겨울철 야생동물 먹이주기 캠페인",LG헬로비전,2025-01-24,https://news.google.com/rss/articles/CBMickFVX3lxTE9IelU5RHB2a1RjaHljRHktamxJN2RtZmdNTGpPVDVDWjJuaHEtdWZNMGEzaGxMOWRCTDVLZkltOHp3OEZBU2NrSjBBVFpvUjN3NW41NGwzR29XQURfMzZHcF9hSEZPUlIyQWF6T05qMG5QUdIBdkFVX3lxTFBzWFlVZVdBSy14SzlBaGVRa2NKRHdDMkdnS0NKU0MzUWpNaTItaEhfakdDQjdOa3ZuV1hnNmhtMFhCLXBEbHdKYy1Md0w5X1VWX3JMaVNDSng2Z2Y4OHJhVi1heGtwTFVGa2pTaTVPNTlzTWI5bHc?oc=5,경주 국립공원
(전체·공통),,자원보전,[영상] 눈밭 질주하는 담비 가족 등 국립공원 야생동물 희귀 영상 포착,한국일보,2025-01-22,https://news.google.com/rss/articles/CBMibkFVX3lxTFB1NnVhRDNMZUdFRzRMRGR4WS1DVDljWnpSVmlwb1ZzaFVIRHFNQnVNYXN1Y09Xbl9XaTVpT05LQ0ZaOFpibWRxdkktWXVYMzFHNXl2Rnk1TTlxWjkwM0YtNlFxc1RHcElzN0tRUXh30gFzQVVfeXFMTU0tTzNyc1FwNDQxVFM3VENCWkFBYjdNNDREU29xdEpoTWoxM3hpa2FsemZfZWtmUGFyMU5FeXFMeHhFaVNiN1ZIOHZpM2RubXI1N2RNdURfUS1qTGx1OG1lTVplaEtYdnpSWVNlbVIxOWJwOA?oc=5,경주 국립공원 생태
덕유산,전북·경남,재난안전,"이병화 환경부 차관, 덕유산국립공원 안전관리 점검",ecojournal.co.kr,2025-01-21,https://news.google.com/rss/articles/CBMiekFVX3lxTE9DNy1FR3ZZSWRZckZ0NlV5U0JKT3FQZVM2T1FrX0xkbnBibnBqMXhQU2NFUzlsVDN3ZUxRNUhDX0laVmZWQk5BQmQ5UG9rcEpjT1BsQkJ1aUVGeTBsVGpoSHNfYjJxTFV6SGNUakFVZlYtUUdIOUFsTjJ3?oc=5,덕유산 국립공원 구조
(전체·공통),,재난안전,"환경부 차관, 국립공원 안전관리 점검",환경일보,2025-01-21,https://news.google.com/rss/articles/CBMiaEFVX3lxTE5nbkN4M2g1QjFaU2c1aTBWVTFWNjRMQ0l4S1FBV2RzQWdfSTNwX3VPVm03SlRqQUFZQUxOZWk5VXlySV9pb2o4aDE2dXI2aWNXSE1IbVVqZW03b3lVZTRaVWxrWWNrN3VJ?oc=5,덕유산 국립공원 생태
경주,경북 경주,기타,국제 건축상 받은 '독서 명당'…경주 신라천년서고 더 핫해졌다,농민신문,2025-01-20,https://news.google.com/rss/articles/CBMiWkFVX3lxTE5yMDhRaXYyeTB4bkdCX0swQVN0anYySWZ1RlZhcFVNZGtaaUhubDNkWnRwaE0tSjZlM1NlN0pTUWRiQ2x1V1pkSXo0NkN2ZG9kSHlfN1dvUFBCQQ?oc=5,경주 국립공원 구조
지리산,전남·전북·경남,자원보전,풀무원·국립공원공단 지리산 보호 '맞손',세이프타임즈,2025-01-17,https://news.google.com/rss/articles/CBMib0FVX3lxTE8wTjFZak1LVUFWV1ZsNmxheE8wRWlFMWhNckdnci1uaFdYQ1VFNHF5SURBcTFqLWtwT0Zfdjh4QnlKcTVfYkR5OTU0YU1pbHVlY2FlbVMyc3VIT3d4ZklFRG1tcDRNaTBiM2ItLVQ2d9IBc0FVX3lxTFBWS3lTejZEWDdPT3c2MGV6VFdUYU1Ea0x1ejZVQjhyMjNhb2pQdzNxMWhzR1ZYWXpVU0VHXzdEaW1NZmtzbVB2bF9tQVE2dkdTcXMwSUJwT0F0M3dvZnJ6SFp5N1gzT3I3UXFVUTdkX0FjQzA?oc=5,지리산 국립공원 생태
지리산,전남·전북·경남,자원보전,"풀무원, “지리산 보전 위해 힘 모을 것”",헬스경향,2025-01-17,https://news.google.com/rss/articles/CBMiakFVX3lxTE5RbjI2Ul81cTFKVGFSTThzZEx5QWlYNmxFcGYwN2dFLXR5Nk1QZW9IQ0tSc1ptMWhHbG40S0swN2s5Y3ZDajRSN0VlZjlVeDhyeDVmYUN5UWxsWGJPV2s2b0FaWkxvRHVNYVE?oc=5,지리산 국립공원 생태
내장산,전북·전남,기타,'정읍 내장산에서 설경 감상하세요'…겨울여행 상품 출시,연합뉴스,2025-01-16,https://news.google.com/rss/articles/CBMiW0FVX3lxTE9ndFJWM1YtdnVNU1R4UElraXQ3U2JBWUs0Z2M1VWgyaGYzRW1PTVI0cUo4OGJiN2J5a2g2Y2dvdG1kT2Uyd0ZqNGY5UVA0QkxOa0h1b1kyOVRtZ2PSAWBBVV95cUxPSXo3SFN3OHVZeHY2UDV5XzBKaENGZGZVazJHY3czMUlCQnRaVTdMMDV3Ump5dkVvZzlCTUI4ZVE0ZENnNmhYYTNBa29QYm1oYzJ4YzNURlJhYndMMFBuY0M?oc=5,내장산 국립공원 탐방
