공원,영문명,국가,대륙,언어,섹터,보도일,제목,요약,매체,링크
옐로스톤 국립공원,Yellowstone National Park,미국,북아메리카,한국어,탐방시설,2025-08-19,"이찬원, 방콕 가성비 투어에 감탄…다음주 '톡파원 25시' 예고","18일 방송된 JTBC '톡파원 25시'에서는 호주 시드니, 미국 옐로스톤 국립공원 랜선 여행이 펼쳐졌다. 방송이 끝난 뒤에는 다음 주 예고편이 공개됐다. 다음 주에는 가수 고우림이 게스트로 출연하는 가운데 약 20만 원에...",enter.etoday.co.kr,https://enter.etoday.co.kr/news/view/282761
크레이터 레이크 국립공원,Crater Lake National Park,미국,북아메리카,영어,행정,2025-08-19,Advocates sound the alarm on funding cuts to Crater Lake National Park,,NPR for Oregonians,https://news.google.com/rss/articles/CBMivwFBVV95cUxNNGhpTE9IR0RGdDFfYzItV3BMV3l4ZzVHQ0g0OFA0eXItQ3lUaFhtdGh5eE9ORzRlZ3dxUnU2Y0U4SmFkcFMwNWswN2lENUlmMHRsYnJuRkh5UVI0VjVFYmFPX2VaOUdQMlBJSmdNN3A0WXFpYU5McmRKNzZHT2Joa3FoQTlkNENFTWUtb3RGdmo0NEw0ZmRqSDZQdmMwUnI3SXowdTRBb3RiU3prSXFlMUpoZkpWeFFrSGF1SDlrWQ?oc=5
Bataan National Park,Bataan National Park,필리핀,아시아,영어,기타,2025-08-19,"DBM, Bataan break ground for new capitol park in Balanga City",,Punto! Central Luzon,https://news.google.com/rss/articles/CBMiigFBVV95cUxQVnFTUVFlR0VMdkFBbXhmRGh5MnVrOEJiTHpFLU5PMUt2RjUxQ3Z5WFdwUTlfMkp4dGgxeFJLTEhTd3ZpTW15SF9iWHduVHVqcDJqaHZ5azhSWUQxQkppb1E4ME56SVJPUndoLUp1RzQ5S2FjakpZNmVNNkJEcDMwb3BNUEs5dnRaOXc?oc=5
스위스 국립공원,Swiss National Park,스위스,유럽,한국어,기타,2025-08-18,"이재명 환경부, 윤석열 환경부와 다른 것 맞아?","스위스는 설악산·지리산 같은 국립공원엔 케이블카가 한 곳도 설치되지 않아, 국립공원에 케이블카를 놓으려는 우리나라 상황에 맞지도 않는 사례”라고 말했다. 지리산국립공원 주변에 동시다발로 케이블카 설치를...",h21.hani.co.kr,https://h21.hani.co.kr/arti/society/environment/57829.html
스위스 국립공원,Swiss National Park,스위스,유럽,한국어,행정,2025-08-18,"""아프리카 대륙은 부자 나라의 쓰레기통이 아니다""","2020년엔 국립공원 등 보호구역에서 모든 일회용 플라스틱 사용을 금지했다. 헬렌은 그러나 ""실질적 이행엔... 헬렌은 지난 8일부터 스위스 제네바에서 열리고 있는 '제5차 정부간협상위원회 속개회의(INC5.2)'에 참관...",pressian.com,https://www.pressian.com/pages/articles/2025081418064686028?utm_source=naver&utm_medium=search
옐로스톤 국립공원,Yellowstone National Park,미국,북아메리카,한국어,탐방시설,2025-08-18,이찬원 취향 저격 호주 시드니 동물원은?(톡파원 25시),18일 방송될 JTBC ‘톡파원 25시’에서는 호주 대표 도시인 시드니와 세계 최초의 국립공원으로 지정된 미국 옐로스톤 국립공원 랜선 여행으로 신선한 볼거리를 선사한다. 먼저 호주 톡파원은 타롱가 동물원을 방문해 약 5천...,enter.etoday.co.kr,https://enter.etoday.co.kr/news/view/282738
옐로스톤 국립공원,Yellowstone National Park,미국,북아메리카,한국어,탐방시설,2025-08-18,"'톡파원 25시' 호주 시드니, 타롱가 동물원→크루즈 투어 소개[Ce:스포]",18일 방송되는 JTBC '톡파원 25시'에서는 호주 대표 도시인 시드니와 세계 최초의 국립공원으로 지정된 미국 옐로스톤 국립공원 랜선 여행으로 신선한 볼거리를 선사한다. 먼저 호주 톡파원은 타롱가 동물원을 방문해 약 5천...,celuvmedia.com,http://www.celuvmedia.com/article.php?aid=1755515881505265010
옐로스톤 국립공원,Yellowstone National Park,미국,북아메리카,한국어,탐방시설,2025-08-18,"'톡파원25시' 이찬원, 호주 타롱가 동물원 뷰에 감탄 ""제일 아름다워""","'톡파원25시' (사진=JTBC) 18일 방송되는 JTBC 예능 프로그램 '톡파원 25시'에서는 호주 대표 도시 시드니와 미국의 옐로스톤 국립공원 랜선여행이 펼쳐진다. 이날 방송에서는 배우 김성령, 방송인 강리즈가 게스트로 출연해...",gukjenews.com,https://www.gukjenews.com/news/articleView.html?idxno=3353029
옐로스톤 국립공원,Yellowstone National Park,미국,북아메리카,한국어,탐방시설,2025-08-18,"'우유에 담갔다 뺀 것처럼 말랑말랑한 말랑둥이' 이찬원, '톡파원 25시' ...","이날 '톡파원 25시'에서는 화려한 입담을 자랑하는 배우 김성령이 게스트로 출연해 그리스 아테네, 중국 구이양, 호주 시드니, 미국 옐로스톤 국립공원으로 다채로운 랜선 여행을 떠난다. 또한, 눈을 사로잡는 멋진...",topstarnews.net,https://www.topstarnews.net/news/articleView.html?idxno=15773092
옐로스톤 국립공원,Yellowstone National Park,미국,북아메리카,한국어,기타,2025-08-18,"""제일 아름다워"" 이찬원, '캥거루 요리→타롱가 동물원' 시드니에 반했...","18일 방송되는 JTBC '톡파원 25시'에서는 호주 시드니와 미국 옐로스톤 국립공원의 다채로운 풍경이 소개된다. 이번 회차는 현지 톡파원들의 생생한 중계를 통해 각국의 자연과 문화, 음식 등을 조명하며 시청자들에게...",mhnse.com,https://www.mhnse.com/news/articleView.html?idxno=443955
옐로스톤 국립공원,Yellowstone National Park,미국,북아메리카,한국어,탐방시설,2025-08-18,기린 뒤 오페라하우스 보이는 호주 동물원‥이찬원도 입이 쩍(톡파원 2...,8월 18일 방송될 JTBC ‘톡파원 25시’에서는 호주 대표 도시인 시드니와 세계 최초 국립공원으로 지정된 미국 옐로스톤 국립공원 랜선 여행이 펼쳐진다. 먼저 호주 톡파원은 타롱가 동물원을 방문해 약 5천 마리 이상의...,newsen.com,https://www.newsen.com/news_view.php?uid=202508181503011910
옐로스톤 국립공원,Yellowstone National Park,미국,북아메리카,한국어,탐방시설,2025-08-18,"'행사비 2800만원' 이찬원도 감탄했다…""세계에서 가장 아름다워"" ('톡파...",18일 방송되는 JTBC 예능 '톡파원 25시'에서는 호주 시드니와 세계 최초의 국립공원으로 지정된 미국 옐로스톤 국립공원 랜선 여행이 펼쳐진다. 먼저 호주 톡파원은 타롱가 동물원을 방문해 약 5천 마리 이상의 다양한...,tenasia.co.kr,https://www.tenasia.co.kr/article/2025081852504
옐로스톤 국립공원,Yellowstone National Park,미국,북아메리카,한국어,탐방시설,2025-08-18,"이찬원 전현무, 톡파원25시서 시드니·옐로스톤 절경에 감탄",|중앙이코노미뉴스 이상민 기자|출처=JTBC JTBC 예능 '톡파원25시'에서 이찬원과 전현무가 호주 시드니와 미국 옐로스톤 국립공원을 랜선으로 여행하며 세계 곳곳의 아름다움을 전했다. 시청자들은 방송을 통해 각 지역의...,joongangenews.com,https://www.joongangenews.com/news/articleView.html?idxno=443483
옐로스톤 국립공원,Yellowstone National Park,미국,북아메리카,한국어,탐방시설,2025-08-18,"'톡파원 25시' 이찬원, 대자연의 경이로움에 감탄이 절로→옐로스톤의 ...","미국 옐로스톤 국립공원까지 다채로운 랜선 여행을 펼친다. 선공개된 영상에서 미국 톡파원 신현정은 미국에서 가장 오랜 역사를 지닌, 가장 유명한 국립공원 옐로스톤의 명소들을 방문한다. 톡파원은 감탄이 절로...",topstarnews.net,https://www.topstarnews.net/news/articleView.html?idxno=15772388
옐로스톤 국립공원,Yellowstone National Park,미국,북아메리카,한국어,탐방시설,2025-08-18,이찬원 “세계에서 뷰가 제일 아름다운 동물원” 극찬한 곳 (톡파원 25시...,"오늘(18일) 방송될 JTBC ‘톡파원 25시’(연출 홍상훈, 김선준)에서는 호주 대표 도시인 시드니와 세계 최초의 국립공원으로 지정된 미국 옐로스톤 국립공원 랜선 여행으로 신선한 볼거리를 선사한다. 먼저 호주 톡파원은...",sports.khan.co.kr,https://sports.khan.co.kr/article/202508181114003?pt=nv
옐로스톤 국립공원,Yellowstone National Park,미국,북아메리카,한국어,탐방시설,2025-08-18,기린 뒤 오페라 하우스? 이찬원이 꼽은 '세계 최고 뷰' 동물원 탐방기,"미국 톡파원은 세계 최초 국립공원인 옐로스톤 국립공원의 대표 명소를 탐방한다. 석회 계단 테라스 맘모스 핫 스프링스부터 에메랄드빛 그랜드캐니언, 다채로운 색감을 자랑하는 그랜드 프리즈매틱 스프링까지...",gpkorea.com,https://www.gpkorea.com/news/articleView.html?idxno=132530
옐로스톤 국립공원,Yellowstone National Park,미국,북아메리카,한국어,탐방시설,2025-08-18,"'톡파원 25시' 이찬원, 호주 타롱가 동물원 뷰→캥거루 요리에 감탄만","18일 방송되는 JTBC 예능 프로그램 '톡파원 25시'에서는 호주 대표 도시 시드니와 미국의 옐로스톤 국립공원을 배경으로 한 랜선 여행이 펼쳐진다. 방송인 전현무와 가수 이찬원, 배우 김성령, 방송인 강리즈가 출연해...",nc.press,https://www.nc.press/news/articleView.html?idxno=571591
옐로스톤 국립공원,Yellowstone National Park,미국,북아메리카,한국어,탐방시설,2025-08-18,"'톡파원 25시' 호주 시드니 & 미국 옐로스톤 국립공원, 뷰 맛집 완전 정...","오늘(18일) 방송될 JTBC ‘톡파원 25시’(연출 홍상훈, 김선준)에서는 호주 대표 도시인 시드니와 세계 최초의 국립공원으로 지정된 미국 옐로스톤 국립공원 랜선 여행으로 신선한 볼거리를 선사한다. 먼저 호주 톡파원은...",vegannews.co.kr,https://www.vegannews.co.kr/news/article.html?no=243082
옐로스톤 국립공원,Yellowstone National Park,미국,북아메리카,한국어,탐방시설,2025-08-18,"이찬원, '톡파원 25시' 시드니 타롱가 동물원 극찬→""이런 동물원 또 있...",오늘(18일) 방송될 JTBC '톡파원 25시'에서는 호주 대표 도시인 시드니와 세계 최초의 국립공원으로 지정된 미국 옐로스톤 국립공원 랜선 여행으로 신선한 볼거리를 선사한다. '톡파원 25시'는 호주 시드니와 미국 옐로스톤...,topstarnews.net,https://www.topstarnews.net/news/articleView.html?idxno=15772283
옐로스톤 국립공원,Yellowstone National Park,미국,북아메리카,한국어,탐방시설,2025-08-18,"이찬원, 호주 이색 동물원에 감탄…""아름다워"" [톡파원 25시]",오늘(18일) 방송될 JTBC ‘톡파원 25시’에서는 호주 대표 도시인 시드니와 세계 최초의 국립공원으로 지정된 미국 옐로스톤 국립공원 랜선 여행으로 신선한 볼거리를 선사한다. 먼저 호주 톡파원은 타롱가 동물원을 방문해...,mydaily.co.kr,https://www.mydaily.co.kr/page/view/2025081809443133733
옐로스톤 국립공원,Yellowstone National Park,미국,북아메리카,한국어,탐방시설,2025-08-18,"'톡파원25시' 이찬원 ""세상에서 제일 아름다운 뷰""…호주 타롱가 동물원...","오늘(18일) 방송될 JTBC '톡파원 25시'(연출 홍상훈, 김선준)에서는 호주 대표 도시인 시드니와 세계 최초의 국립공원으로 지정된 미국 옐로스톤 국립공원 랜선 여행으로 신선한 볼거리를 선사한다. 먼저 호주 톡파원은...",slist.kr,https://www.slist.kr/news/articleView.html?idxno=669666
옐로스톤 국립공원,Yellowstone National Park,미국,북아메리카,한국어,탐방시설,2025-08-18,"""압도적 뷰에 감탄""…이찬원·전현무, '톡파원25시' 시드니·옐로스톤 경...","호주 시드니의 이색 동물원부터 미국 옐로스톤 국립공원의 자연 유산까지, 이찬원과 전현무가 감정의 파도를 넘나든 여행지에서 깊은 인상을 남긴다. 랜선으로 펼쳐진 두 도시의 풍경은 출연자들에게 새로운 자극이 돼...",topstarnews.net,https://www.topstarnews.net/news/articleView.html?idxno=15772224
옐로스톤 국립공원,Yellowstone National Park,미국,북아메리카,한국어,기타,2025-08-18,옐로스톤의 무지개…'톡파원25시' 미국 그랜드 프리즈매틱 스프링→경이...,"JTBC '톡파원25시'는 미국 대륙의 심장부, 옐로스톤 국립공원에서만 만날 수 있는 그랜드 프리즈매틱 스프링을 통해 자연이 쓰는 색의 언어와 감탄 어린 침묵의 순간을 청취자 곁으로 데려온다. 뜨거운 지열 위로 물안개가...",topstarnews.net,https://www.topstarnews.net/news/articleView.html?idxno=15772222
옐로스톤 국립공원,Yellowstone National Park,미국,북아메리카,한국어,탐방시설,2025-08-18,"‘톡파원 25시’ 이찬원, 찬들갑 만든 동물원은?",오늘(18일) 방송될 JTBC ‘톡파원 25시’에서는 호주 대표 도시인 시드니와 세계 최초의 국립공원으로 지정된 미국 옐로스톤 국립공원 랜선 여행으로 신선한 볼거리를 선사한다. 먼저 호주 톡파원은 타롱가 동물원을...,bntnews.co.kr,https://www.bntnews.co.kr/article/view/bnt202508180077
옐로스톤 국립공원,Yellowstone National Park,미국,북아메리카,한국어,기타,2025-08-18,"[시승] 달리고 싶은 플래그십, 벤틀리 더 뉴 플라잉스퍼","옐로스톤 국립공원 일대의 쭉 뻗은 직선로는 플라잉스퍼의 성능을 가감없이 보여줬다. 가속 페달을 깊게 밟는 순간, 엔진과 전기모터가 동시에 터져 나오며 속도계 바늘은 순식간에 솟구친다. 과거 W12가 만들어냈던...",autotimes.co.kr,http://autotimes.co.kr/detail.php?number=684206&thread=27
옐로스톤 국립공원,Yellowstone National Park,미국,북아메리카,한국어,탐방시설,2025-08-18,"""대박"" 이찬원도 침이 꼴깍~! 오감만족 랜선 여행 [톡파원25시]",첫 번째 랜선 여행은 미국 옐로스톤 국립공원. 톡파원 취재 중에도 도로 한복판을 유유히 걸어가는 동물과 갑작스러운 곰의 출현까지 자연 다큐멘터리를 연상케 하는 신기한 광경에 출연자들은 크게 놀라며 감탄했다....,starnewskorea.com,https://www.starnewskorea.com/broadcast-show/2025/08/18/2025081805263550357
Picos de Europa,Picos de Europa National Park,스페인,유럽,영어,재난안전,2025-08-18,Wildfires reach southern slopes of Spain's Picos de Europa mountains,,CBC,https://news.google.com/rss/articles/CBMiiAFBVV95cUxQNWdNbmFHb3haaEpLU2VYUHhSSEdfZmdHbHN1ZFcwQVlLM0gzT0d6czhRQjVkY2ZOUFdDRzJlNXl5Tmlxa1hpbEp1Vy03NzR6dG5HeWVwOWJUOGlyeWZfZDZpaldwdDEzeWZONHB3UHVfUnVxR2g3QU9uUXBjQjlXMmZVY1ppTnZK?oc=5
Parque Nacional Galápagos,Galápagos National Park,에콰도르,남아메리카,영어,기타,2025-08-18,From Extinction to Hope: Restoring the Tortoises of Galápagos,,Galápagos Conservancy,https://news.google.com/rss/articles/CBMibkFVX3lxTE1wN2V0ZnZINFpiNDhDRlhRRmFFMjg0RzJ1bmVzM1FSNEotWFQ2QTBCZUlfUldNLWVIRUZHOFFEdk9qbzg1TGhtNmI3UTVud0YyeGJ0THgyYUZabGk0LW9QMi12MlRWUEl3aEE3a0VR?oc=5
Serengeti,Serengeti National Park,탄자니아,아프리카,영어,탐방시설,2025-08-18,Four Seasons Safari Lodge Serengeti Provides a Front-Row Access to Nature's Most Spectacular Performance: The Great Migration,,Four Seasons Press Room,https://news.google.com/rss/articles/CBMigAFBVV95cUxQYkYtZS1hV3RaV3BzTnFlY2hVNElGVzdDVDVsU2pyNjlvQS16eWpKNURqbktrN1F2UGJreWJOa3lDLU80Qm5BWXB6SHJSSmdYTmFkWVlsbnNIN3NxSWlvVlFsdmpidjN6T3JsLVNTSER4QXZpR1NpSzNJZlVHMldsNg?oc=5
스위스 국립공원,Swiss National Park,스위스,유럽,한국어,기타,2025-08-17,'영상앨범 산' 영상앨범 산 20년 – 그 열정의 기록,"한여름의 지리산국립공원. 좁고 험한 산길이라는 촬영 현장의 특성에 맞춰 정예 멤버로 움직이는 제작진의... 스위스 브라이트호른 등반은 전문 산악인이 아닌 제작진에게 큰 도전이자 모험이었다. 해발 4,164m의 눈과...",kstar.kbs.co.kr,https://kstar.kbs.co.kr/list_view.html?idx=373864
옐로스톤 국립공원,Yellowstone National Park,미국,북아메리카,한국어,탐방시설,2025-08-17,TV하이라이트-8월18일,톡파원이 떠난 곳은 미국 옐로스톤 국립공원! 눈을 의심케 하는 온천까지 이어지며 MC들은 찐 감탄하는데. 미국에서 역대급 여행 대공개한다. 이어 중국 구이양으로 떠났다! 구이양에는 세계 4대 폭포 중 하나인 황과수...,kwnews.co.kr,https://www.kwnews.co.kr/page/view/2025081711281206997
옐로스톤 국립공원,Yellowstone National Park,미국,북아메리카,한국어,탐방시설,2025-08-17,"김성령, 친한 척하는 전현무에 선 그었다…""그런 사이 아니야""","오는 18일 방송되는 JTBC ‘톡파원 25시’에서는 러블리한 매력의 배우 김성령이 게스트로 함께해 그리스 아테네, 중국 구이양, 호주 시드니, 미국 옐로스톤 국립공원 랜선 여행을 떠난다. 이날 스튜디오에서는 전현무가...",mydaily.co.kr,https://www.mydaily.co.kr/page/view/2025081513525533254
